"","1","2","3","MeanDecreaseAccuracy","MeanDecreaseGini","description","hmr","mar"
"47",-1.32964197953372,-1.00125234864352,0,-1.26516530638884,0.0393010699065423,"Purine metabolism","HMR_4016","MAR04016"
"48",0,0,0,0,0.00352083333333333,"Purine metabolism","HMR_4018","MAR04018"
"49",1.00125234864352,0,0,1.00125234864352,0.0319665247678019,"Purine metabolism","HMR_4044","MAR04044"
"50",0,0,0,0,0.004,"Purine metabolism","HMR_4291","MAR04291"
"51",0,0,0,0,0,"Purine metabolism","HMR_4420","MAR04420"
"52",-1.00125234864352,-0.169263748827868,0,-0.621256578493794,0.0450315368592654,"Purine metabolism","HMR_4570","MAR04570"
"53",0,0,0,0,0,"Pyrimidine metabolism","HMR_4006","MAR04006"
"54",0,0,0,0,0.0167843148231079,"Pyrimidine metabolism","HMR_4028","MAR04028"
"55",0,0,0,0,0,"Pyrimidine metabolism","HMR_4030","MAR04030"
"56",0,0,0,0,0,"Pyrimidine metabolism","HMR_4670","MAR04670"
"57",0,0,0,0,0.00428571428571429,"Pyrimidine metabolism","HMR_6614","MAR06614"
"58",0,0,0,0,0,"Pyrimidine metabolism","HMR_6615","MAR06615"
"59",0.0377695460794895,1.41548524844432,-1.00125234864352,0.195150560838981,0.0463162440414763,"Pyrimidine metabolism","HMR_4635","MAR04635"
"60",-1.41695361005619,-1.00125234864352,0,-1.73756540618058,0.0437227154933188,"Pyrimidine metabolism","HMR_3931","MAR03931"
"61",0.887317889430557,1.10976787529994,-2.07659745720691,0.553907961470823,0.181201483894703,"Pyrimidine metabolism","HMR_4032","MAR04032"
"62",0,0,0,0,0.0144690635451505,"Pyrimidine metabolism","HMR_4182","MAR04182"
"63",0,1.00125234864352,0,1.00125234864352,0.0166014439995146,"Pyrimidine metabolism","HMR_4194","MAR04194"
"64",1.13736401216615,0.488792452659336,1.6954519803679,1.42788604224345,0.153103662802654,"Pyrimidine metabolism","HMR_4512","MAR04512"
"65",-1.32266962868684,1.43524574159528,-1.00125234864352,-1.00302933963245,0.172664236810781,"Pyrimidine metabolism","HMR_4577","MAR04577"
"66",0,0,0,0,0,"Pyrimidine metabolism","HMR_4575","MAR04575"
"67",0,0,0,0,0,"Pyrimidine metabolism","HMR_4637","MAR04637"
"68",1.35662235389736,1.10316404416339,0.407043788719426,1.89447739178548,0.238106337571311,"Pyrimidine metabolism","HMR_4644","MAR04644"
"69",-1.32430826032205,1.00125234864352,0,-0.787094113151542,0.025867095168982,"Pyrimidine metabolism","HMR_6627","MAR06627"
"70",0,0,0,0,0,"Nucleotide metabolism","HMR_3967","MAR03967"
"71",-0.445168665783569,-1.41321169998195,-0.598642604931316,-1.22387701806199,0.320859835845805,"Nucleotide metabolism","HMR_4024","MAR04024"
"72",-1.32880558190699,1.50666094017944,0.90589204854758,-0.203538027720322,0.223828592829639,"Nucleotide metabolism","HMR_4026","MAR04026"
"73",1.00427870354418,2.56036532860694,1.95594409991643,2.77242460616793,0.334030808271778,"Nucleotide metabolism","HMR_4054","MAR04054"
"74",-0.81020079654453,-0.0322889693535889,-1.67248402001418,-0.954996496852479,0.312191142594928,"Nucleotide metabolism","HMR_4180","MAR04180"
"75",0.523782352139491,0.115183968779375,0.139491031313334,0.337468838423335,0.192443945067562,"Nucleotide metabolism","HMR_4507","MAR04507"
"76",1.65117606828959,-0.162108292899892,1.00125234864352,2.13907243287591,0.0605165523992402,"Nucleotide metabolism","HMR_4633","MAR04633"
"77",0,0,0,0,0,"Nucleotide metabolism","HMR_7160","MAR07160"
"78",0,0,0,0,0,"Nucleotide metabolism","HMR_7162","MAR07162"
"79",-0.823499067333722,0,0,-0.796712383345041,0.0137784988737303,"Nucleotide metabolism","HMR_7800","MAR07800"
"80",0,0,0,0,0,"Nucleotide metabolism","HMR_7886","MAR07886"
"81",-0.32457698472795,-1.00125234864352,0,-0.603604625043996,0.0286072081091097,"Nucleotide metabolism","HMR_8443","MAR08443"
"82",0,0,0,0,0.00969230769230769,"Nucleotide metabolism","HMR_8448","MAR08448"
"83",0,0,0,0,0.00416666666666667,"Nucleotide metabolism","HMR_8450","MAR08450"
"84",-0.595545669876047,0,0,-0.583526509757407,0.0302321428571428,"Nucleotide metabolism","HMR_8456","MAR08456"
"85",0,0,0,0,0,"Nucleotide metabolism","HMR_8461","MAR08461"
"86",-0.967644877852291,1.30075293451644,1.31319710196654,0.660458460927597,0.371557307718711,"Nucleotide metabolism","HMR_8463","MAR08463"
"87",1.07984584602788,0.373931050098317,-0.0479947630971606,0.831498546456444,0.137213234253226,"Nucleotide metabolism","HMR_8465","MAR08465"
"88",0.974927601068573,0.528845929985569,0,0.897299076296722,0.1585873159629,"Nucleotide metabolism","HMR_8467","MAR08467"
"89",0,0,0,0,0,"Nucleotide metabolism","HMR_8469","MAR08469"
"90",1.11033728964983,-0.555959751906433,0.176493106977,0.821655882774448,0.554301225108904,"Alanine, aspartate and glutamate metabolism","HMR_3802","MAR03802"
"91",0,0,0,0,0,"Alanine, aspartate and glutamate metabolism","HMR_3831","MAR03831"
"92",-1.88075414483764,1.2125535753619,-1.00125234864352,-1.0886790713328,0.180047177281326,"Alanine, aspartate and glutamate metabolism","HMR_3899","MAR03899"
"93",-0.064071319984846,0.324139247273856,-1.59688953513234,-0.443656420939133,0.389850152694607,"Arginine and proline metabolism","HMR_3956","MAR03956"
"94",0,0,0,0,0.00755016722408027,"Arginine and proline metabolism","HMR_4190","MAR04190"
"95",0,0,0,0,0,"Arginine and proline metabolism","HMR_8607","MAR08607"
"96",-1.00125234864352,-1.00125234864352,-1.00125234864352,-1.25807200070704,0.00661538461538461,"Glycine, serine and threonine metabolism","HMR_3839","MAR03839"
"97",1.00125234864352,-1.41750884921155,0,-0.606703358965963,0.0184543174217087,"Glycine, serine and threonine metabolism","HMR_3841","MAR03841"
"98",0.632145889597867,0.0846869562449086,0.0788116525179976,0.542921839025297,0.196780258925159,"Glycine, serine and threonine metabolism","HMR_3845","MAR03845"
"99",0,0,0,0,0,"Glycine, serine and threonine metabolism","HMR_4198","MAR04198"
"100",0.318459415884318,-0.33384215765239,0.0672676598738966,-0.026236723852796,0.118085145910801,"Histidine metabolism","HMR_4658","MAR04658"
"101",1.24726034105736,-0.144545834668114,-0.632511498850361,0.775963120303233,0.460064805315651,"Tryptophan metabolism","HMR_8566","MAR08566"
"102",1.28764960700251,1.28880522749939,-0.494123795028638,1.58265321416862,0.338314437356623,"Valine, leucine, and isoleucine metabolism","HMR_3208","MAR03208"
"103",2.18954921460323,-0.997341286059967,-0.859414850546108,1.12051245920969,0.255899846444501,"Valine, leucine, and isoleucine metabolism","HMR_3213","MAR03213"
"104",1.53499767657811,1.76329567222628,0.447325440842584,2.12095334268145,0.242935976400363,"Valine, leucine, and isoleucine metabolism","HMR_3215","MAR03215"
"105",-1.00125234864352,1.73771836207942,0,1.41641755203857,0.0255311082497515,"Phenylalanine, tyrosine and tryptophan biosynthesis","HMR_6725","MAR06725"
"106",0.242078972000407,0.182920878451621,-1.00125234864352,-0.035993603551654,0.0948097788640013,"Cysteine and methionine metabolism","HMR_3996","MAR03996"
"107",1.00125234864352,0.447325440842584,0,0.820407659600608,0.0375161436784638,"Cysteine and methionine metabolism","HMR_4323","MAR04323"
"108",0,0,0,0,0.00375,"Cysteine and methionine metabolism","HMR_5390","MAR05390"
"109",-0.527443510482627,0,0.381383620548282,0.0988095031002234,0.0570228593172008,"Cysteine and methionine metabolism","HMR_8682","MAR08682"
"110",-1.45464396284339,1.35091991162042,0,-0.798544259930482,0.123213106111064,"Glutathione metabolism","HMR_4116","MAR04116"
"111",0,0,0,0,0.0142641843971631,"Glutathione metabolism","HMR_4176","MAR04176"
"112",0,0,0,0,0.0015,"Glutathione metabolism","HMR_4329","MAR04329"
"113",0.163705424405989,0.877733977424886,-0.295155564198179,0.340955113755926,0.117103638470907,"Amino sugar and nucleotide sugar metabolism","HMR_3988","MAR03988"
"114",0.151517227072064,0.894365595851178,-2.1442318031996,-0.445310133125612,0.209162280600605,"Amino sugar and nucleotide sugar metabolism","HMR_4158","MAR04158"
"115",0.749402080742908,0.278396075463356,1.7327148197711,1.16626564983671,0.126064902591553,"Amino sugar and nucleotide sugar metabolism","HMR_4159","MAR04159"
"116",0.871170079787698,0.652455863057631,-0.577590982257908,0.615313687914025,0.0915535504718926,"Amino sugar and nucleotide sugar metabolism","HMR_4524","MAR04524"
"117",1.82216308351174,-0.524798817574144,-1.34466970471058,1.07125216314685,0.158164090142689,"Amino sugar and nucleotide sugar metabolism","HMR_4527","MAR04527"
"118",0.306583918667013,-0.205980530712202,-0.28615549395955,0.253488756796172,0.171628308027114,"Amino sugar and nucleotide sugar metabolism","HMR_4631","MAR04631"
"119",1.10736376175465,0.706203092562116,-0.40363303561424,0.998734952602059,0.125510965953097,"Amino sugar and nucleotide sugar metabolism","HMR_8366","MAR08366"
"120",0,0,0,0,0.0122058880271636,"Amino sugar and nucleotide sugar metabolism","HMR_8367","MAR08367"
"121",0.630804921782461,-2.4342136923991,-0.81830765362746,-1.37520774258799,0.172522508792943,"Amino sugar and nucleotide sugar metabolism","HMR_8368","MAR08368"
"122",-0.335218757989432,-0.759337904785068,-1.88880417640814,-1.24015978781563,0.186820188299761,"Amino sugar and nucleotide sugar metabolism","HMR_8373","MAR08373"
"123",1.07605977058015,-0.874331956454147,-0.798558855546106,0.580324160864303,0.367095231038438,"Amino sugar and nucleotide sugar metabolism","HMR_8375","MAR08375"
"124",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5130","MAR05130"
"125",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5131","MAR05131"
"126",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5132","MAR05132"
"127",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5133","MAR05133"
"128",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5134","MAR05134"
"129",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5135","MAR05135"
"130",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5136","MAR05136"
"131",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5137","MAR05137"
"132",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5138","MAR05138"
"133",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5139","MAR05139"
"134",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5140","MAR05140"
"135",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5141","MAR05141"
"136",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5142","MAR05142"
"137",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5143","MAR05143"
"138",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5145","MAR05145"
"139",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5146","MAR05146"
"140",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5147","MAR05147"
"141",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5148","MAR05148"
"142",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5149","MAR05149"
"143",0,0,0,0,0,"Aminoacyl-tRNA biosynthesis","HMR_5150","MAR05150"
"144",3.06618353692665,1.68356059219864,0.865555284657047,3.38177117593348,0.449582106208505,"Miscellaneous","HMR_5407","MAR05407"
"145",1.00125234864352,0,0,1.00125234864352,0.033491059231981,"Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism","HMR_0710","MAR00710"
"146",-0.21013781393799,-0.922759947931779,-1.66094943827479,-0.887477800637755,0.212523028620479,"Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism","HMR_4141","MAR04141"
"147",1.25037005618534,-0.26961438495124,-0.526288686843085,0.836325969579896,0.25744789160262,"Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism","HMR_4145","MAR04145"
"148",0,0,0,0,0,"Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism","HMR_4147","MAR04147"
"149",-1.79339800332941,0.613647902553469,1.29375047072664,-0.761414418838795,0.307522485699614,"Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism","HMR_4152","MAR04152"
"150",-1.41474184912784,0,0,-1.41427796917132,0.0485577613316709,"Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism","HMR_4408","MAR04408"
"151",-0.778206147584308,0.335944548675241,0.630406891669948,-0.399208084533007,0.224217444547319,"Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism","HMR_4410","MAR04410"
"152",-0.719518944203496,-0.323362349336891,0,-0.631324042780964,0.10518829220833,"Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism","HMR_4458","MAR04458"
"153",-1.00125234864352,-1.00125234864352,0,-1.00125234864352,0.0248443641541295,"Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism","HMR_4589","MAR04589"
"154",1.94955969082699,-1.4044952911082,-0.568433467119306,0.681778252475243,0.316495421798623,"Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism","HMR_4652","MAR04652"
"155",0.881957619819237,0.559755410155962,1.00125234864352,0.902912571192946,0.269427324138076,"Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism","HMR_5297","MAR05297"
"156",0.976302811026556,0.810328460611428,1.34345354198162,1.43192152032711,0.33618143098173,"Oxidative phosphorylation","HMR_6911","MAR06911"
"157",0.851387596495961,-0.771914106259994,0,0.700973549827092,0.256600060896978,"Oxidative phosphorylation","HMR_6912","MAR06912"
"158",-0.786485494497126,0.207863925311293,0.0672676598738966,-0.336076981424054,0.132299137824986,"Oxidative phosphorylation","HMR_6914","MAR06914"
"159",-1.05753393789072,0.172629989441535,-0.30682209437952,-0.941852645599122,0.258727062257174,"Oxidative phosphorylation","HMR_6916","MAR06916"
"160",-0.321960723498156,-1.11952244842554,1.00125234864352,-0.71051373979131,0.224474402282895,"Oxidative phosphorylation","HMR_6918","MAR06918"
"161",1.04947437710233,-0.971360834223971,-0.0660822207573055,0.107294548598828,0.293591997020306,"Oxidative phosphorylation","HMR_6921","MAR06921"
"162",1.15159258264983,-0.0112128690195901,0.432436755924525,0.743225444708723,0.392576512728549,"ROS detoxification","HMR_3960","MAR03960"
"163",1.73872168133892,0.826835001753609,1.95112927769148,2.54700686550291,0.613318942503966,"ROS detoxification","HMR_3980","MAR03980"
"164",1.34890730859884,-1.27987445764717,1.40904782496028,1.25942670369563,0.177724103983684,"ROS detoxification","HMR_3982","MAR03982"
"165",-1.41776241001667,-0.852370057408415,0,-1.14067856178945,0.0602714145061924,"ROS detoxification","HMR_4767","MAR04767"
"166",0,0,0,0,0.0108850399057209,"ROS detoxification","HMR_8409","MAR08409"
"167",0.0987231912910534,-0.157217753619475,0.680393381094283,0.291553015306034,0.164289942633849,"ROS detoxification","HMR_8410","MAR08410"
"168",-1.17004289326362,0.623615632503906,-1.0696271967866,-0.839071417118907,0.231078134672653,"Fatty acid activation (cytosolic)","HMR_0156","MAR00156"
"169",1.82908629040863,0.787545522558972,0.667318839318462,1.80856080409999,0.263113226351056,"Fatty acid activation (cytosolic)","HMR_0168","MAR00168"
"170",1.71065363234486,-2.13821510071057,0.10846682402141,0.298677515978896,0.104840517528151,"Fatty acid activation (cytosolic)","HMR_0174","MAR00174"
"171",1.00125234864352,-1.00125234864352,0,0.460796411680418,0.0432728696741854,"Fatty acid activation (cytosolic)","HMR_0353","MAR00353"
"172",1.14267206474975,-0.812359273413071,-1.41776241001667,0.157014676640736,0.227269946896773,"Fatty acid activation (cytosolic)","HMR_0377","MAR00377"
"173",1.41765900379245,0,0,1.41752113808035,0.0363154761904762,"Fatty acid activation (endoplasmic reticular)","HMR_2982","MAR02982"
"174",1.00125234864352,1.00125234864352,0,1.00125234864352,0.0148289296909987,"Carnitine shuttle (cytosolic)","HMR_2591","MAR02591"
"175",-0.33516884268125,-1.70193211026599,0.257028097215085,-1.24700060043141,0.268936432711236,"Carnitine shuttle (cytosolic)","HMR_2594","MAR02594"
"176",-0.97825714897138,0.404962771102264,0,-0.492629329590777,0.079335383162589,"Carnitine shuttle (cytosolic)","HMR_2714","MAR02714"
"177",0.297827415326962,-1.82671205200448,-0.816739647336741,-1.2725347410349,0.220674319313451,"Carnitine shuttle (cytosolic)","HMR_2730","MAR02730"
"178",1.00125234864352,0,0,1.00125234864352,0.0137814339734968,"Carnitine shuttle (mitochondrial)","HMR_2593","MAR02593"
"179",-0.74504347542746,0.488792452659336,1.00125234864352,-0.0221358175331373,0.112733540070897,"Carnitine shuttle (mitochondrial)","HMR_2655","MAR02655"
"180",0.527087517380709,0,1.35988033579544,1.0763837379648,0.0526541460209607,"Carnitine shuttle (mitochondrial)","HMR_2656","MAR02656"
"181",-0.821047444957049,0.692421491393757,0,-0.236683777807191,0.051587973189283,"Carnitine shuttle (mitochondrial)","HMR_2673","MAR02673"
"182",0.80236456433828,1.00125234864352,1.29913600099236,1.31891818363957,0.0646490503865504,"Carnitine shuttle (mitochondrial)","HMR_2674","MAR02674"
"183",0.97098386005322,0.0506212321294935,1.00125234864352,0.950117067892307,0.232376820853028,"Carnitine shuttle (mitochondrial)","HMR_2731","MAR02731"
"184",2.43864058683674,-1.14129629115373,-2.00508827062495,1.03667523833711,0.203337866673974,"Carnitine shuttle (mitochondrial)","HMR_2732","MAR02732"
"185",2.0185363970581,-1.51935946349532,-0.538656797098829,0.674513456367216,0.115343543782137,"Carnitine shuttle (mitochondrial)","HMR_2744","MAR02744"
"186",0.248822347643482,-0.642400616441511,0.131450995125181,-0.0564763075117153,0.111809063118254,"Carnitine shuttle (mitochondrial)","HMR_2745","MAR02745"
"187",-1.00125234864352,0,0,-1.00125234864352,0.0229922969187675,"Carnitine shuttle (endoplasmic reticular)","HMR_2817","MAR02817"
"188",-1.00125234864352,1.00125234864352,0,-0.479540914361839,0.0249900455494813,"Carnitine shuttle (endoplasmic reticular)","HMR_2819","MAR02819"
"189",1.00125234864352,1.00456516115987,-1.00125234864352,0.889674962903147,0.0426112709471119,"Carnitine shuttle (endoplasmic reticular)","HMR_2861","MAR02861"
"190",1.00125234864352,0,-1.00125234864352,1.00125234864352,0.0299793358815098,"Carnitine shuttle (endoplasmic reticular)","HMR_2862","MAR02862"
"191",-0.29944768113386,1.00125234864352,0,0.21388279957604,0.042569174800393,"Acylglycerides metabolism","HMR_0670","MAR00670"
"192",0,1.00125234864352,0,1.00125234864352,0.0654681286972726,"Acylglycerides metabolism","HMR_0681","MAR00681"
"193",1.41657698725625,0,1.00125234864352,1.34250520356173,0.0723450529600682,"Beta oxidation of even-chain fatty acids (mitochondrial)","HMR_3430","MAR03430"
"194",0.797086051081398,-1.41430726620201,1.09554013308882,0.779902765668031,0.13339382837875,"Steroid metabolism","HMR_7942","MAR07942"
"195",1.28203337960886,0.0447344112851558,1.00125234864352,1.48236705873441,0.11058517176363,"Steroid metabolism","HMR_7943","MAR07943"
"196",0.375486976495634,1.22313845238931,0,1.00341399864152,0.16676361340173,"Sphingolipid metabolism","HMR_0736","MAR00736"
"197",-0.980507100202935,-0.866941514299349,-1.00125234864352,-1.91473515497757,0.0650443225075578,"Sphingolipid metabolism","HMR_0753","MAR00753"
"198",0.800745578389008,1.00125234864352,0,1.14873625783747,0.0401631944444444,"Sphingolipid metabolism","HMR_0758","MAR00758"
"199",0,0.399122893392833,-1.00125234864352,-0.014966179372936,0.0584686671626884,"Sphingolipid metabolism","HMR_0762","MAR00762"
"200",1.41745329090806,1.41750884921155,0,1.41776241001667,0.0339861111111111,"Sphingolipid metabolism","HMR_8219","MAR08219"
"201",0,-0.318039568173871,0,-0.426240202485747,0.0278121152361381,"Glycerolipid metabolism","HMR_0453","MAR00453"
"202",-1.00125234864352,0,0,-1.00125234864352,0.0182643728222996,"Glycerolipid metabolism","HMR_4390","MAR04390"
"203",1.00125234864352,-1.41776241001667,-1.00125234864352,-1.41732825900962,0.0275526315789474,"Glycerophospholipid metabolism","HMR_0448","MAR00448"
"204",1.30900998502748,1.9476237730927,1.71548370505519,2.34204259266797,0.113079888831617,"Glycerophospholipid metabolism","HMR_0479","MAR00479"
"205",0,0,0,0,0,"Glycerophospholipid metabolism","HMR_0579","MAR00579"
"206",0,0,0,0,0,"Glycerophospholipid metabolism","HMR_0580","MAR00580"
"207",0,0,0,0,0,"Glycerophospholipid metabolism","HMR_0581","MAR00581"
"208",-0.923207334746419,1.00125234864352,-1.00125234864352,-0.713506957709791,0.0950565954231782,"Glycerophospholipid metabolism","HMR_0586","MAR00586"
"209",0,0,0,0,0.00333333333333333,"Glycerophospholipid metabolism","HMR_0598","MAR00598"
"210",-0.263232748021084,0.010322453124447,-0.447325440842584,-0.135610298463862,0.0557151082172816,"Glycerophospholipid metabolism","HMR_0614","MAR00614"
"211",1.00125234864352,-0.601180849288132,-0.81101686774226,-0.774787390918151,0.0366227802561797,"Glycerophospholipid metabolism","HMR_0632","MAR00632"
"212",-0.782466850690094,1.26744850104896,1.71476942821605,1.10894370405631,0.0476577509791795,"Glycerophospholipid metabolism","HMR_0651","MAR00651"
"213",0.159534642348929,1.81320569990992,-0.662629561922572,0.415951036797194,0.173703727318039,"Glycosphingolipid biosynthesis-ganglio series","HMR_0819","MAR00819"
"214",-0.916989003668056,-1.98300813748282,-0.600554792207039,-1.82413230899584,0.151485786243577,"Glycosphingolipid biosynthesis-ganglio series","HMR_0821","MAR00821"
"215",0.625801512787184,0.35581400143703,-1.41662387346683,0.411183647519009,0.210054548650371,"Glycosphingolipid biosynthesis-ganglio series","HMR_0845","MAR00845"
"216",0.454082123273783,-0.86102264198561,0.199756345854051,-0.187151760232317,0.182923525468609,"Glycosphingolipid biosynthesis-ganglio series","HMR_0847","MAR00847"
